Lambda,Train_Sharpe,Train_Return,Train_Vol,Valid_Sharpe,Valid_Return,Valid_Vol,Valid_Cumulative,Valid_MaxDrawdown,Sharpe_Diff,Return_Diff
0.1,3.877509225541876,0.7513290446804544,0.19376589479950426,1.0140892367193823,0.1495339071163426,0.14745635956071335,0.020602601706212198,-0.04330342252247445,-2.8634199888224936,-0.6017951375641117
0.5,2.275984077726546,1.1958158230481233,0.5254060583071433,-2.5073372338038804,-0.7361584426087662,0.2936016873533763,-0.10814739673041429,-0.18071959211768496,-4.783321311530426,-1.9319742656568895
1.0,2.275984077726546,1.1958158230481233,0.5254060583071433,-2.5073372338038804,-0.7361584426087662,0.2936016873533763,-0.10814739673041429,-0.18071959211768496,-4.783321311530426,-1.9319742656568895
2.0,2.275984077726546,1.1958158230481233,0.5254060583071433,-2.5073372338038804,-0.7361584426087662,0.2936016873533763,-0.10814739673041429,-0.18071959211768496,-4.783321311530426,-1.9319742656568895
5.0,2.275984077726546,1.1958158230481233,0.5254060583071433,-2.5073372338038804,-0.7361584426087662,0.2936016873533763,-0.10814739673041429,-0.18071959211768496,-4.783321311530426,-1.9319742656568895
10.0,2.275984077726546,1.1958158230481233,0.5254060583071433,-2.5073372338038804,-0.7361584426087662,0.2936016873533763,-0.10814739673041429,-0.18071959211768496,-4.783321311530426,-1.9319742656568895
